Roman Monchenko,,Rower
Romanas Brazdauskis,,Basketball player
Michael Gross (swimmer),Germany,West German swimmer
Mike West (swimmer),Canada,Canadian swimmer
Miloslav Mečíř,Czechoslovakia,Tennis player
Tomas Sandström,Finland,Swedish ice hockey player
Tone Haugen,,Association football player
Torsten Bréchôt,,Judoka
Uwe Kamps,Germany,German football player/coach
Vakhtang Iagorashvili,Georgia,Modern pentathlete
Seiko Hashimoto,Japan,Japanese politician speed skater and racing cyclist
Serhiy Kravchuk,Soviet Union,Fencer
Shahid Ali Khan,,Field hockey player
Silken Laumann,Canada,rower
Stefano Cerioni,Spain,Fencer
Steffen Peters,,Olympic medalists in equestrian
Stephanie Maxwell-Pierson,United States,American rower
Heike Drechsler,Germany,German long jumper
Henk-Jan Zwolle,Netherlands,Dutch rower
Lars Grael,,Sailor
Lars Myrberg,Sweden,Boxer
Laurence Modaine-Cessac,France,Fencer
Marat Ganeyev,Soviet Union,Russian racing cyclist
Marcelino Bolivar,,Boxer
Maria Mazina,Russia,Fencer
Marieke van Drogenbroek,,Rower
Mark Hager,,Field hockey player
Markus Prock,Austria,Luger
Markus Zimmermann,Germany,Bobsledder
Marta Sobral,,Basketball player
Dražen Petrović,Yugoslavia,Basketball player
Earl Jones (athlete),United States,American middle distance runner
Elena Georgescu,,Rower
Juliet Cuthbert,,Athletics (sport) competitor
Arvydas Sabonis,Lithuania,Basketball player and executive
Aurélio Miguel,Brazil,Judoka
Bashir Varaev,Soviet Union,Judoka
Bebeto,Brazil,Former Brazilian football forward
Bedřich Ščerban,,Ice hockey player
Anfisa Reztsova,,Cross-country skier
Anna Seaton,United States,Olympic medalist in rowing
Anthony Mosse,New Zealand,Swimmer
Armin Eichholz,,Rower
Arnaldo da Silva,,Athletics (sport) competitor
Olena Pakholchyk,,Sailor
Olha Semenova,Soviet Union,Handball player
Pál Szekeres,Hungary,Hungarian fencer
Rafael Vidal,Venezuela,All-American college swimmer Venezuelan international swimmer Olympic bronze medalist
Raimo Helminen,Finland,Finnish ice hockey player
Rainer Henkel,Germany,Swimmer
Reggie de Jong,Netherlands,Swimmer
Richard Žemlička,Czech Republic,Czech ice hockey player
Peter Veselovský,,Ice hockey player
Petr Bříza,Czechoslovakia,Ice hockey player
Petr Rosol,,Ice hockey player
Philippe Gardent (handballer),United States,Handball player
Róbert Gátai,Hungary,Fencer
Aleksandar Šoštar,,Water polo player
Aleksandr Miroshnichenko,,Boxer
Aleksandr Tuchkin,,Handball player
Robson da Silva,Brazil,Brazilian Olympic sprinter
Robyn Grey-Gardner,,Rower Rower
Su Huijuan,,Volleyball player
Svetlana Bogdanova,,Handball player
Svilen Rusinov,,Boxer
Tatsuyoshi Ishihara,,Short track speed skater
Tatyana Dzhandzhgava,Soviet Union,Handball player
Teresa Edwards,Georgia,American professional women's basketball player
Eyüp Can (boxer),Turkey,Turkish boxer
Darren Chiacchia,United States,Olympic medalist in equestrian
David Giles (sailor),Australia,Australian sailor
Monique Knol,Netherlands,Dutch racing cyclist
Moses Ugbusien,Nigeria,Nigerian sprinter
Bonnie Blair,United States,Speed skater
Bruce Kendall,,Sailor
Bruno Dreossi,,Canoe racer
Vladimir Smirnov (skier),Soviet Union,Cross-country skier
Vreni Schneider,Switzerland,ski racer from Switzerland
Jennifer Holliday (softball),,Softball player
Andriy Kalashnykov,,Olympic wrestler
Li Jinhe,,Weightlifter
Liane Sato,United States,Volleyball player
Lionel Laurent,France,French biathlete
Fabio Vullo,,Volleyball player
Frank Richter (rower),,Rower
Frank Rutherford,,Athletics (sport) competitor
Martine Ohr,,Field hockey player
Max Morinière,France,French athlete
Maxi Gnauck,Germany,Gymnast
Maya Usova,Soviet Union,Russian ice dancer
Neil Eckersley,United Kingdom,Judoka
Norbert Dobeleit,Germany,German sprinter
Herman Horn Johannessen,,Sailor
Hilde Gjermundshaug Pedersen,,Cross-country skier
Chris Sande,,Boxer
Christian Henn,Germany,German racing cyclist
Christine Cicot,,Judoka
Christine Gosse,Germany,Rower
Agnieszka Czopek,,Swimmer
Cerstin Petersmann,,Rower
Wendy Wyland,United States,American acrobatic diver
Clinio Freitas,Brazil,Brazilian sailor
Daniel Colla,,Volleyball player
John Pescatore,,Rower
Josefa Idem,Germany,Canoe racer
Kelvin Graham,,Canoe racer
Kim Gallagher,United States,Athletics (sport) competitor
Kim Oden,United States,Volleyball player
Éric Srecki,France,Fencer
Éva Erdős,Hungary,Hungarian handball player
Šarūnas Marčiulionis,Soviet Union,Basketball player
Žarko Petrović,,Volleyball player
Iryna Yatchenko,Belarus,Belarusian discus thrower
Erik Hämäläinen,Finland,Ice hockey player
Erzsébet Kocsis,Hungary,Handball player
Esa Keskinen,Finland,Finnish ice hockey player
Esa Tikkanen,Finland,Ice hockey player
Tetiana Ustiuzhanina,,Rower
Tetyana Horb,Soviet Union,Handball player
Theo Meijer,,Judoka
Tom Ponting,,Swimmer
Maciej Łasicki,,Rower
Gwen Torrence,United States,Athletics (sport) competitor
Wladimir Reznitschenko,Kazakhstan,Fencer
Günther Huber,,Bobsledder
Gennadiy Prigoda,Soviet Union,Swimmer
Patrik Sjöberg,,Athletics (sport) competitor
Peter Eriksson (ice hockey),Sweden,Swedish ice hockey player
Diána Igaly,,Sport shooter
Dominik Hašek,Czechoslovakia,NHL goaltender
Donat Acklin,,Bobsledder
Dorien de Vries,Netherlands,Olympic sailor
Doug Burden,United States,Olympic rower
Roland Baar,,Rower
Romallis Ellis,United States,American boxer
Ross MacDonald,,Sailor
Michele Timms,Australia,Australian Basketball player
Mike Gebhardt,United States,Sailor
Mikko Mäkelä,Finland,Finnish ice hockey player
Milan Janša,,Rower
Trine Haltvik,,Handball player
Václav Korunka,,Cross-country skier
Sergey Tarasov,Russia,Russian biathlete
Shinichi Sato,Japan,Baseball player
Silke Hörner,,Swimmer
Stefan Pfeiffer,Germany,Swimmer
Steffen Bogs,Germany,Rower
Steffen Zühlke,Germany,Rower
Steven Hallard,,Archer
Hansjörg Aschenwald,Austria,Austrian Nordic combined skier
He Yingqiang,,Weightlifter
Klaus Sulzenbacher,Austria,Austrian Nordic combined skier
Kumi Nakada,,Volleyball player
Larisa Lazutina,,Cross-country skier
Lars Hinneburg,,Swimmer
Marc Delissen,,Field hockey player
Marcel Gery,Canada,Swimmer
Marcelo Ferreira,,Sailor
Mario Hoyer,,Bobsledder
James Tomkins (rower),Australia,Australian Rower
Jarmo Myllys,Finland,Ice hockey player
Jasna Šekarić,,Sport shooter
Dragan Stojković,Serbia,Serbian footballer
Drahomír Kadlec,Czechoslovakia,Ice hockey player
Anikó Meksz,Hungary,Hungarian handball player
Anne Meygret,,Fencer
Annemarie Verstappen,,Swimmer
Arūnas Visockas,,Basketball player
Ole Christian Eidhammer,Norway,Norwegian ski jumper
Olga Nazarova,,Athletics (sport) competitor
Olivier Boivin,,Canoe racer
Ralf Lübke,Germany,German sprinter
Petra Schersing,Germany,German sprinter
Phylis Smith,United Kingdom,British athlete
Pierpaolo Ferrazzi,Italy,Canoe racer
Róbert Isaszegi,Hungary,Boxer
Rıfat Yıldız,Germany,German sport wrestler
Aldair,Brazil,footballer
Alejandro Diz,,Volleyball player
Alessandro Lambruschini,Italy,Italian long-distance runner
Rita Kőbán,,Canoe racer
Roberta Brunet,Italy,Athletics (sport) competitor
Roberto Moya,,Athletics (sport) competitor
Tammy Liley,United States,Volleyball player
Terje Langli,,Cross-country skier
Daniel Sangouma,France,French athlete
Daniela Costian,Australia,Australian discus thrower
David Robinson (basketball),Uruguay,American basketball player
Mitar Mrkela,Yugoslavia,Serbian footballer
Mitch Richmond,Uruguay,Basketball player
Mohammed Achik,,Boxer
Namjilyn Bayarsaikhan,,Boxer
Natalya Pomoshchnikova-Voronova,,Athletics (sport) competitor
Brian Nielsen (boxer),Denmark,Boxer
Brita Baldus,,Diver
Bruno Marie-Rose,France,French athlete
Veronica Cochelea,,Rower
Virginia Lee,Canada,Rower
Jeff Grayer,United States,Basketball player
Jeffrey McLaughlin (rower),United States,Olympic medalist in rowing
Jennifer Stoute,United Kingdom,British athlete
Jens-Peter Herold,Germany,German middle distance runner
Jens Müller (luger),Germany,German luger
Joanne Thompson,,Field hockey player
Ali Kayalı,,Olympic wrestler
Allar Levandi,Estonia,Estonian Nordic combined skier
Ana Ida Alvares,,Volleyball player
Andrea Gardini,,Volleyball player
Andreas Stähle,,Olympic canoeist
Andrei Xepkin,,Ukrainian-Spanish handball player
Andrew Murtha,,Short track speed skater
Andrey Shuvalov,Soviet Union,Fencer
Andy Jameson,,Swimmer
Leo Gudas,,Ice hockey player
Linda Medalen,,Association football player
Ferenc Csipes,,Canoe racer
Franck Piccard,Alps,Alpine skier
Mary Wayte,United States,All-American college swimmer international swimmer Olympic gold medalist sports broadcaster
Matjaž Debelak,,Ski jumper
Matt Biondi,United States,American swimmer Olympic gold medalist former world record-holder
Melita Ruhn,Romania,Gymnast
Neil Cochran,United Kingdom,Swimmer
Nelson Carmichael,,Freestyle skier
Nina Gavrilyuk,,Cross-country skier
Norie Hiro,,Volleyball player
Hervé Flandin,France,French biathlete
Ibrahim Bilali,,Boxer
Clarence Knickman,United States,American racing cyclist
Claudio Zulianello,Argentina,Argentine volleyball player
Sabine Braun,Germany,German heptathlete
Sachiko Otani,,Volleyball player
Sally McDermid,,Softball player
Adam Krzesiński,Poland,Fencer
Caren Kemner,United States,Volleyball player
Conny van Bentum,Netherlands,Swimmer
Courtenay Becker-Dey,United States,Sailor
Curt Harnett,Canada,Canadian racing cyclist
Dan Majerle,United States,Basketball player
Jon Inge Kjørum,Norway,Norwegian ski jumper
Karl-Heinz Riedle,Germany,German footballer
Katalin Szilágyi,Hungary,Hungarian handball player
Kathleen Heddle,United States,Rower
Keiko Miyajima,,Volleyball player
Kerri Pottharst,,Volleyball player
Kim Cooper (softball),,Softball player
Ingo Steuer,Germany,German pair skater and coach
Irene Eijs,,Rower
Iztok Puc,Slovenia,Slovenian and Croatian handball player
Jörg Ahmann,Germany,Volleyball player
Jacques Brinkman,,Field hockey player
Emese Hunyady,,Speed skater
Enrique Míguez,,Canoe racer
Eric Sato,United States,Volleyball player
Eszter Mátéfi,Romania,Hungarian handball player and coach
Thomas Häßler,Germany,German footballer
Tina Svensson,,Association football player
Gunda Niemann-Stirnemann,Germany,Speed skater
Hans-Jörg Bliesener,,Canoe racer
Wu Jiani,China,Olympic artistic gymnast
Yuko Arimori,Japan,Japanese long-distance runner
Zhou Xiuhua,China,Chinese rower
Zita-Eva Funkenhauser,Romania,Fencer
Zsolt Érsek,Hungary,Fencer
Günther Csar,Austria,Austrian Nordic combined skier
Gaël Monthurel,,Handball player
Gary Neiwand,Australia,Australian racing cyclist
Paul Lewis (field hockey),,Field hockey player
Delphyne Heymann,France,French biathlete
Denis Lathoud,,Handball player
Dennis Mitchell,United States,American college track and field athlete international track and field athlete Olympic gold medalist
Diana Paliiska,,Canoe racer
Dmitry Bilozerchev,,Gymnast
Rodney Smith (wrestler),United States,Olympic wrestler
Roger Black,United Kingdom,British sprinter
Michelle MacPherson,,Swimmer
Mika Nieminen,Finland,Finnish ice hockey player
Trine Hattestad,Norway,Norwegian javelin thrower
Véronique Claudel,France,French biathlete
Vadim Yaroshchuk,Soviet Union,Soviet swimmer
Sergey Kostarev,Soviet Union,Fencer
Sharon Rendle,United Kingdom,Judoka
Stéphan Caron,France,French swimmer
Stéphane Traineau,,Judoka
Stefan Edberg,Sweden,Swedish tennis player
He Yanwen,,Rower
Helen Morgan (field hockey),,Field hockey player
Laurent Munier,,Handball player
Marco Bracci,Italy,Volleyball player
Marina Klimova,Russia,Figure skater
Jan Einar Thorsen,Alps,Alpine skier
Jaume Fort,,Handball player
Javier Frana,Argentina,Argentinian tennis player
Javier García (athlete),,Athletics (sport) competitor
Javier Weber,,Volleyball player
Joel Sánchez (athlete),Mexico,Mexican racewalker
Kamil Kašťák,Czechoslovakia,Ice hockey player
Anna Szántó,Hungary,Hungarian handball player
Anna Wood (kayaker),,Australian-Dutch canoeist
Anne Ottenbrite,Canada,Swimmer
Annette Hohn,,Rower
Aranka Binder,,Sport shooter
Olaf Janßen,Germany,German footballer
Oleksandr Bagach,Ukraine,Athletics (sport) competitor
Oscar García (fencer),Cuba,Fencer
Pamela Rai,Canada,Canadian swimmer
Paolo Tofoli,,Volleyball player
Radek Ťoupal,,Ice hockey player
Radim Nyč,,Cross-country skier
Reidun Seth,,Association football player
Peter Nordell,United States,Olympic medalist in rowing
Petr Barna,Czech Republic,Czech figure skater
Stine Lise Hattestad,,Freestyle skier
Sture Sivertsen,,Cross-country skier
Susan Auch,,Speed skater
Susan Fraser,,Field hockey player
Susan Lee,,Rower
Suzie McConnell-Serio,United States,Basketball player and coach
Sven Rothenberger,,Equestrian
Taco van den Honert,,Field hockey player
Tadanori Koshino,,Judoka
Tatyana Sadovskaya,Soviet Union,Fencer
Ted Patton,United States,Olympic medalists in rowing
Daniela Neunast,Germany,Rower
Danny Everett,United States,Athletics (sport) competitor
Danny Manning,United States,Basketball player
David Berkoff,United States,American swimmer Olympic gold medalist former world record-holder
Dejan Brđović,,Volleyball player
Georgiy Tsybulnikov,,Canoe racer
Gilles Quénéhervé,France,French sprinter
Giovanni Calabrese,,Rower
Monika Weber-Koszto,Romania,Fencer
Natalya Isakova,,Short track speed skater
Natalya Morskova,Soviet Union,Handball player
Bob Samuelson,United States,Volleyball player
Borislava Ivanova,,Canoe racer
Brett Hollister,,Rower
Bruno Carabetta,,Judoka
Veronika Stallmaier,Alps,Alpine skier
Vladimir Andreyev (race walker),,Athletics (sport) competitor
Vladimir Dratchev,Russia,Russian biathlete
Jens Bojsen-Møller,,Sailor
Alvaro Načinović,Croatia,Croatian handball player
Andrzej Głąb,,Olympic wrestler
Lee Sang-Ki,,Fencer
Leo Visser,Netherlands,Speed skater
Lisa Bayliss,,Field hockey player
Lorenz Schindelholz,,Bobsledder
Fehaid Al-Deehani,Kuwait,Sport shooter
Floris Jan Bovelander,,Field hockey player
Frédéric Volle,,Handball player
Martin Ndongo-Ebanga,,Boxer
Nelson Tapia,Chile,Chilean footballer
Hersey Hawkins,United States,Basketball player
Igor Kravchuk,Soviet Union,Ice hockey player
Sally Gunnell,England,British athlete
Samson Kitur,,Athletics (sport) competitor
Sandra Schumacher,Germany,German racing cyclist
Adriana Samuel,,Volleyball player
Aitor Etxaburu,Spain,Handball player
Cornelia Sirch,Germany,Swimmer
Dainis Ozols,Latvia,Latvian racing cyclist
John Regis (athlete),England,British sprint athlete
Jorge Aguilera,,Athletics (sport) competitor
Karen Percy,Alps,Alpine skier
Kipkemboi Kimeli,,Athletics (sport) competitor
Inha Babakova,Ukraine,Ukrainian high jumper
Iván Zamorano,Chile,Chilean footballer
Jacek Streich,,Rower
Esteban de Palma,,Volleyball player
Theresa Luke,United States,Rower
Thierry Dusserre,France,French biathlete
Timofey Skryabin,Soviet Union,Boxer
Magdalena Forsberg,,swedish biathlete
Grigore Obreja,,Canoe racer
Grigoriy Yegorov,Kazakhstan,Kazakhstani pole vaulter
Wojciech Bartnik,Poland,Polish boxer
Wolfgang Perner,Austria,Austrian biathlete
Yao Fen,China,Chinese badminton player
Yevgeni Aleinikov,,Sport shooter
Yuichi Akasaka,,Speed skater
Yuliya Vlasova,,Short track speed skater
Zheng Haixia,China,Chinese basketball player
Zhou Qiurui,China,Chinese gymnast
Gabriele Mehl,,Rower
Gary Anderson (cyclist),Denmark,New Zealand racing cyclist
Paul Accola,Alps,Alpine skier
Paul Kingsman,New Zealand,Swimmer
Pavel Muslimov,Russia,Russian biathlete
Diane O'Grady,,Rower
Dmitriy Shevchenko (fencer),Russia,Fencer
Dmitry Gorshkov,,Water polo player
Doug Gjertsen,United States,American swimmer Olympic gold medalist former world record-holder
Roxana Dumitrescu,Romania,Fencer
Ryszard Sobczak,Poland,Fencer
Michael York (field hockey),Australia,Australian field hockey player
Michel Andrieux,,Rower
Mikhail Botvinov,,Cross-country skier
Tomasz Tomiak,Poland,Olympic Rower
Toomas Tõniste,Soviet Union,Sailor and politician
Toshinobu Kawai,,Short track speed skater
Udo Quellmalz,,Judoka
Ulf Hielscher,Germany,Bobsledder
Ulf Sandström (ice hockey),Sweden,Swedish ice hockey player
Uwe Daßler,Germany,Swimmer
Sean Olsson,,Bobsledder
Sergey Tchepikov,Russia,Russian biathlete
Slobodan Kovač,,Volleyball player
Stefan Krauße,Germany,Luger
Steffen Zesner,Germany,German swimmer
Stephan Freigang,,Athletics (sport) competitor
Steve Locher,Alps,Alpine skier
Koichi Oshima,Japan,Baseball player
Kristen Skjeldal,,Cross-country skier
Lachlan Dreher,,Field hockey player
Ladislav Lubina,Czechoslovakia,Ice hockey player
Laima Zilporytė,Soviet Union,Soviet cyclists
Lars Kleppich,,Sailor
Manuela Maleeva,Bulgaria,Bulgarian tennis player
Marianne Ihalainen,,Ice hockey player
Marius Gherman,,Gymnast
Marko Palo,Finland,Finnish ice hockey player
Jane Sixsmith,,Field hockey player
Janet Cobbs,United States,Volleyball player and coach
Dumitru Răducanu,,Rower
Edgar Itt,,Athletics (sport) competitor
Elaina Oden,United States,Volleyball player
Joe Greene (athlete),,Athletics (sport) competitor
Joel Isasi,,Athletics (sport) competitor
Juan Cuminetti,,Volleyball player
Juan Miguel Rodríguez,,Sport shooter
Attila Ábrahám,,Canoe racer
Barbara Kendall,New Zealand,Sailor
Bart Veldkamp,Netherlands,speed skater
Beáta Hoffmann,Hungary,Hungarian handball goalkeeper
Beate Koch,Germany,German javelin thrower
Beatrix Tóth,Hungary,Hungarian handball player
Angel Martino,United States,American swimmer Olympic gold medalist former world record-holder
Anita Moen,,Cross-country skier
Annemieke Fokke,,Field hockey player
Anthony Nesty,Trinidad,All-American college swimmer Surinamese international swimmer Olympic gold medalist
Oldřich Svoboda,,Ice hockey player
Olena Sadovnycha,,Archer
Reka Zsofia Lazăr-Szabo,Romania,Fencer
Aleksandar Varbanov,,Weightlifter
Robert Leroux,Morocco,Fencer
Susanne Rosenqvist,,Canoe racer
Tõnu Tõniste,Soviet Union,Sailor
Tammy Miller,,Field hockey player
Dara Torres,United States,American swimmer Olympic gold medalist sports broadcaster swimsuit modelj
Debi Thomas,United States,Figure skater
Gerard Kemkers,Netherlands,Speed skater
Gilles Marguet,France,French biathlete
Bengt Zikarsky,Germany,German swimmer
Birte Siech,,Rower
Björn Zikarsky,Germany,German swimmer
Bruno Mingeon,France,French bobsledder
Valery Zakharevich,Russia,Russian fencer
Vasiliy Kaptyukh,Belarus,Belarusian discus thrower
Veronica Necula,,Rower
Vickie Orr,United States,American women's basketball player
Vicky Bullett,,Basketball player
Vyacheslav Lykho,,Athletics (sport) competitor
Jeff Pfaendtner,United States,Olympic medalists in rowing
Li Deliang,China,Diver
Lori Endicott,United States,Volleyball player
Florentine Steenberghe,,Field hockey player
Martin Marinov,,Canoe racer
Max Robert,France,French bobsledder
Max Sciandri,United Kingdom,Italian-English racing cyclist
Nick Gillingham,,Swimmer
Nicolaie Taga,,Rower
Nikolay Bukhalov,,Canoe racer
Hermawan Susanto,,Badminton player
Herta Anitas,Romania,Olympic rower of Romania
Hirotaka Okada,,Judoka
Hollis Conway,,Athletics (sport) competitor
Ian Rowling,,Canoe racer
Igor Polyansky,,Swimmer
Imre Pulai,,Canoeist and luger
Christian Miniussi,Argentina,Tennis player
Christiane Harzendorf,,Rower
Clarissa Davis,,Basketball player
Sandra Douglas,,Athletics (sport) competitor
Carlos Briceno,United States,Volleyball player
Carlos Pedroso,,Fencer
William Carlucci,,Rower
William Mutwol,,Athletics (sport) competitor
Willie Anderson (basketball),United States,Basketball player
Kenneth Gould,United States,Boxer
Éric Quintin,,Handball player
Éva Dónusz,,Canoe racer
Željko Tanasković,,Volleyball player
Ingela Ericsson,,Canoe racer
Irina Khudoroshkina,,Athletics (sport) competitor
Irina Privalova,Soviet Union,Athletics (sport) competitor
Izabela Dylewska,Poland,Polish canoeist
J. R. Reid,South Africa,Basketball player
Emanuela Pierantozzi,,Judoka
Erik Hochstein,,Swimmer
Espen Stokkeland,,Sailor
Luca Sacchi,Italy,Swimmer
Ma Wenge,China,Table tennis player
Mandy Nicholson,United Kingdom,British field hockey player
Gyöngyi Szalay-Horváth,Hungary,Fencer
Xavier Rohart,,Sailor
Yelena Välbe,,Cross-country skier
Yoko Sakaue,,Judoka
Yukinori Miyabe,,Speed skater
Yuliya Garayeva,Russia,Fencer
Zhou Ping,China,Chinese gymnast
Patricia Girard,France,French athlete
Patricia Tarabini,Argentina,Argentine tennis player
Dmitri Sergeyev (judoka),,Judoka
Doina Ignat,,Rower
Doris Fitschen,Germany,Association football player
Michał Cieślak,,Rower
Michael Sandstød,Denmark,Racing cyclist
Tore Torvbråten,,Curler
Sergei Martynov (sport shooter),,Sport shooter
Sergio López Miró,Spain,Swimmer
Simone Osygus,Germany,Swimmer
Stacey Augmon,United States,Basketball player
Stefan Botev,,Weightlifter
Heather McDermid,Canada,Rower
Heidi Rakels,,Judoka
Helle Jespersen,,Sailor
Klaus Ofner,Austria,Austrian Nordic combined skier
Lavinia Agache,Romania,Romanian gymnast
María Luisa Calle,Colombia,Colombian racing cyclist
Mark Crear,United States,American hurdler
Mark Lenzi,United States,Diver
Mark Tewksbury,Canada,Swimmer
Markus Schmidt (luger),,Luger
Marnie McBean,,Rower
Jan Dydak,Poland,Polish boxer
Jan Thoresen,,Curler
Jana Novotná,Czechoslovakia,Czech tennis player
Jane Kerr,Canada,All-American college swimmer Canadian international swimmer Olympic bronze medalist
Janeene Vickers,,Track and Field Hurdler
Janne Ojanen,Finland,Ice hockey player
Jay Stacy,,Field hockey player
Jean-Christophe Rolland,,Rower
Judith Zeidler,Germany,German rower
Julia Trotman,,Sailor
Artur Wojdat,Poland,Swimmer
Auguszta Mátyás,Hungary,Hungarian handball player
Bart Brentjens,Netherlands,Dutch racing cyclist
Anikó Kántor,Hungary,Hungarian handball player
Anja Fichtel,Germany,Fencer
Anne Briand,France,French biathlete
Annegret Strauch,,Rower
Anthon Grimsmo,,Curler
Antje Frank,,Rower
Antonio Rossi,Italy,Italian canoeist
Arawat Sabejew,Kazakhstan,Olympic wrestler
Oleksandr Krykun,,Athletics (sport) competitor
Oleksandr Marchenko,Ukraine,Rower
Paige Zemina,United States,American swimmer Olympic bronze medalist
Rachael Sporn,Seychelles,Basketball player
Rashid Sidek,Malaysia,Malaysian badminton player
Ray Downey,,Boxer
René Hannemann,Germany,Bobsledder
Phajol Moolsan,Thailand,Boxer
Pippa Funnell,Cameroon,Equestrian
Qiao Hong,China,Table tennis player
Albert Pakeyev,Russia,Boxer
Alberto Urdiales,Spain,Handball player
Richard Nizielski,,Short track speed skater
Richie Woodhall,England,British boxer
Roberto Di Donna,,Sport shooter
Sun Man,,Badminton player
Susi Erdmann,,Bobsledder and luger
Talant Duyshebaev,Soviet Union,Handball player
Tara Cross-Battle,United States,Volleyball player
Teee Sanders,United States,Volleyball player
Teppo Numminen,Finland,Ice hockey player
Terry Brands,United States,Olympic wrestler
Darius Dimavičius,Lithuania,Basketball player
Darius Lukminas,,Basketball player
Davis Kamoga,,Athletics (sport) competitor
Gheorghe Andriev,,Canoe racer
Giovanni De Benedictis,Italy,Athletics (sport) competitor
Girolamo Giovinazzo,United States,Judoka
Mitzi Kremer,United States,American swimmer Olympic bronze medalist
Bertrand Damaisin,,Judoka
Bimbo Coles,United States,Basketball player
Birutė Šakickienė,,Rower
Blagovest Stoyanov,,Canoe racer
Brahim Lahlafi,,Athletics (sport) competitor
Vichairachanon Khadpo,Thailand,Boxer
Victor Feddersen,,Rower
Vladimir Malakhov (ice hockey),Soviet Union,Ice hockey player
Jean-Philippe Gatien,France,Table tennis player
Jesús Mena,,Diver
Anders Holmertz,Sweden,Swimmer
Andrea Nugent,Canada,Swimmer
Andreas Hajek,,Rower
Andrew Trim,Australia,Canoe racer
Leila Meskhi,Georgia,Tennis player
Falilat Ogunkoya,Nigeria,Nigerian sprinter
Florence Masnada,Alps,Alpine skier
Florian Schwarthoff,Germany,German hurdler
Mary Lou Retton,South Africa,Former gymnast
Mary Onyali-Omagbemi,Nigeria,Nigerian sprinter
Masahiko Harada,Japan,Japanese ski jumper
Masanori Sugiura,,Baseball player
Maurits Crucq,Netherlands,Field hockey player
Mehmet Akif Pirim,,Olympic wrestler
Melvin Stewart,United States,American swimmer Olympic gold medalist former world record-holder
Nelson Loyola,,Fencer
Nick Becker,United States,Volleyball player
Niklaus Schurtenberger,Switzerland,Equestrian
Noemi Lung,Romania,Swimmer
Hu Yadong,,Olympic rower
Iñaki Urdangarin Duke of Palma de Mallorca,Spain,Spanish royalty handball player
Chris Boardman,England,English racing cyclist
Claudia Grigorescu,Romania,Fencer
Samuel Barathay,,Rower
Sandie Richards,,Athletics (sport) competitor
Sandy Brondello,Australia,Basketball player
Carolyn Crudgington,Australia,Softball player
Carsten Embach,Germany,Bobsledder
Catherine Plewinski,France,French swimmer
Cezary Siess,Poland,Polish fencer
Daedra Charles,United States,American professional women's basketball player
Kay Bluhm,,Canoe racer
Kento Sugiyama,,Baseball player
Kim Byung-Joo,,Judoka
Éric Le Chanony,France,French bobsledder
Ingrid Lempereur,Belgium,swimmer
Jörg Roßkopf,Germany,Table tennis player
Jackson Richardson,,Handball player
Tetyana Tereshchuk-Antipova,,Athletics (sport) competitor
Thorsten Streppelhoff,Germany,Olympic rower
Luis Alberto Pérez-Rionda,,Athletics (sport) competitor
Lyudmila Gudz,,Handball player
Lyudmila Prokasheva,,Speed skater
Mabel Mosquera,,Weightlifter
Halvard Hanevold,Norway,Norwegian biathlete
Hanna Balabanova,,Canoe racer
Ximena Restrepo,,Athletics (sport) competitor
Yaroslava Pavlovich,,Rower
Yelena Shushunova,Soviet Union,Gymnast
Yoko Zetterlund,United States,American volleyball player
Zhou Shouying,China,Chinese Rower
Frederick Onyancha,,Athletics (sport) competitor
Fredrik Lööf,Sweden,Swedish professional sailor
Gabriella Paruzzi,Italy,Cross-country skier
Patrick Chila,France,Table tennis player
Patrik Augusta,Czechoslovakia,Ice hockey player
Paul Attwood,,Bobsledder
Pavel Kolobkov,Russia,Fencer
Peta Edebone,,Softball player
Dieter Thoma,,Ski jumper
Doug Sharp,United States,American bobsledder
Roel Velasco,,Boxer
Ronny Weller,,Weightlifter
Roxbert Martin,,Athletics (sport) competitor
Michael Bates (American football),Seychelles,American football and sprint athlete
Michael von Grünigen,Alps,Alpine skier
Michelle Freeman,Jamaica,college track and field athlete Jamaican international track and field athlete hurdler sprinter Olympic bronze medalist
Michelle Gibson,United States,Olympic medalist in equestrian
Michelle Smith,,Swimmer
Mikael Löfgren,Sweden,Swedish biathlete
Tonhi Terenzi,Italy,Fencer
Traian Cihărean,Romania,Olympic weightlifter
Tsutomu Kawasaki,,Short track speed skater
Uta Rohländer,Germany,German sprinter
Vadim Khamuttskikh,,Volleyball player
Valentyna Tserbe-Nessina,,ukrainian biathlete
Valery Belenky,,Gymnast
Sergei Fedorov,Soviet Union,Ice hockey player
Shelley Sandie,,Basketball player
Simona Păucă,Romania,Gymnast
Stéphane Stoecklin,,Handball player
Stefan Horngacher,,Ski jumper
Stefania Belmondo,Italy,Former Italian skier
Steffi Graf,Germany,German tennis champion
Stephan Eberharter,Alps,Alpine skier
Stephen John Davies,,Field hockey player
Steve Backley,England,British javelin thrower
Haylea Petrie,,Softball player
Hege Riise,,Association football player
Lázaro Reinoso,,Olympic wrestler
Lachlan Elmer,,Field hockey player
Lee Jae-Hyuk,,Boxer
Marco Villa,Italy,Olympic cycling bronze
Mario González (Mexican boxer),,Boxer
Marit van Eupen,,Rower
Mark Heese,,Volleyball player
Janeth Arcain,Brazil,Basketball player
Janusz Hooker,Canada,Rower
Jaroslav Sakala,,Ski jumper
